sku_id,store_id,route,arrival_w1,arrival_w2,arrival_w3,arrival_w4,arrival_w5,arrival_w6,arrival_w7,arrival_w8,arrival_w9,arrival_w10,arrival_w11,arrival_w12,arrival_w13,arrival_w14,arrival_w15,arrival_w16
ELC-034,S093,flow,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000
ELC-034,S094,flow,84.000000,84.000000,84.000000,84.000000,84.000000,84.000000,84.000000,84.000000,84.000000,84.000000,84.000000,84.000000,84.000000,84.000000,84.000000,84.000000
ELC-034,S095,flow,60.000000,60.000000,60.000000,60.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000
ELC-034,S096,flow,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000
ELC-034,S097,flow,84.000000,84.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,84.000000,84.000000,84.000000,84.000000,84.000000,84.000000
ELC-034,S098,flow,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000
ELC-034,S099,flow,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000
ELC-034,S100,flow,72.000000,0.000000,72.000000,0.000000,72.000000,0.000000,72.000000,0.000000,72.000000,0.000000,72.000000,0.000000,72.000000,0.000000,72.000000,0.000000
ELC-035,S081,flow,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,66.000000,66.000000,66.000000,60.000000
ELC-035,S082,flow,60.000000,0.000000,54.000000,0.000000,54.000000,0.000000,54.000000,0.000000,54.000000,0.000000,60.000000,0.000000,54.000000,0.000000,54.000000,0.000000
ELC-035,S083,flow,66.000000,66.000000,72.000000,72.000000,66.000000,66.000000,66.000000,66.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000
ELC-035,S084,flow,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,66.000000,66.000000,66.000000,66.000000,66.000000,72.000000,72.000000,72.000000,72.000000,72.000000
ELC-035,S085,flow,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,66.000000,66.000000,66.000000,66.000000,66.000000,72.000000,72.000000,72.000000,72.000000
ELC-035,S086,flow,78.000000,0.000000,84.000000,0.000000,84.000000,0.000000,84.000000,0.000000,84.000000,0.000000,90.000000,0.000000,96.000000,0.000000,96.000000,0.000000
ELC-035,S087,flow,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,66.000000,66.000000,66.000000,66.000000,72.000000,72.000000,72.000000
ELC-035,S088,flow,60.000000,0.000000,60.000000,0.000000,60.000000,0.000000,54.000000,0.000000,54.000000,0.000000,60.000000,0.000000,60.000000,0.000000,60.000000,0.000000
ELC-035,S089,flow,48.000000,54.000000,54.000000,54.000000,54.000000,54.000000,54.000000,54.000000,54.000000,54.000000,54.000000,60.000000,60.000000,60.000000,60.000000,60.000000
ELC-035,S090,flow,48.000000,48.000000,48.000000,48.000000,54.000000,54.000000,54.000000,54.000000,54.000000,54.000000,54.000000,60.000000,60.000000,60.000000,60.000000,60.000000
ELC-035,S091,flow,60.000000,0.000000,60.000000,0.000000,60.000000,0.000000,60.000000,0.000000,60.000000,0.000000,60.000000,0.000000,60.000000,0.000000,60.000000,0.000000
ELC-035,S092,flow,66.000000,66.000000,66.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,78.000000,78.000000,78.000000,84.000000,84.000000,84.000000
ELC-035,S093,flow,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,54.000000
ELC-035,S094,flow,66.000000,66.000000,66.000000,66.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,78.000000,78.000000,78.000000,84.000000,84.000000
ELC-035,S095,flow,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,54.000000,54.000000,54.000000,54.000000
ELC-035,S096,flow,54.000000,54.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,66.000000,66.000000,66.000000,66.000000,66.000000,72.000000
ELC-035,S097,flow,66.000000,66.000000,66.000000,66.000000,66.000000,66.000000,66.000000,66.000000,66.000000,66.000000,66.000000,66.000000,66.000000,66.000000,66.000000,66.000000
ELC-035,S098,flow,48.000000,48.000000,54.000000,54.000000,54.000000,54.000000,54.000000,54.000000,54.000000,54.000000,54.000000,54.000000,60.000000,60.000000,60.000000,60.000000
ELC-035,S099,flow,54.000000,54.000000,54.000000,54.000000,54.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,66.000000,66.000000,66.000000,66.000000
ELC-035,S100,flow,66.000000,0.000000,66.000000,0.000000,60.000000,0.000000,60.000000,0.000000,60.000000,0.000000,66.000000,0.000000,66.000000,0.000000,66.000000,0.000000
ELC-036,S081,flow,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000
ELC-036,S082,flow,36.000000,0.000000,36.000000,0.000000,36.000000,0.000000,36.000000,0.000000,36.000000,0.000000,42.000000,0.000000,42.000000,0.000000,42.000000,0.000000
ELC-036,S083,flow,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000,48.000000,48.000000,48.000000,48.000000,48.000000
ELC-036,S084,flow,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000
ELC-036,S085,flow,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000
ELC-036,S086,flow,48.000000,0.000000,48.000000,0.000000,48.000000,0.000000,48.000000,0.000000,48.000000,0.000000,54.000000,0.000000,54.000000,0.000000,54.000000,0.000000
ELC-036,S087,flow,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000
ELC-036,S088,flow,36.000000,0.000000,36.000000,0.000000,36.000000,0.000000,36.000000,0.000000,36.000000,0.000000,36.000000,0.000000,36.000000,0.000000,36.000000,0.000000
ELC-036,S089,flow,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000
ELC-036,S090,flow,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000
ELC-036,S091,flow,36.000000,0.000000,36.000000,0.000000,36.000000,0.000000,42.000000,0.000000,42.000000,0.000000,42.000000,0.000000,48.000000,0.000000,48.000000,0.000000
ELC-036,S092,flow,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000
ELC-036,S093,flow,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,30.000000,30.000000,30.000000,30.000000,30.000000
ELC-036,S094,flow,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000,48.000000,48.000000,48.000000,48.000000
ELC-036,S095,flow,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000
ELC-036,S096,flow,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000
ELC-036,S097,flow,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000,48.000000,48.000000,48.000000,48.000000
ELC-036,S098,flow,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000
ELC-036,S099,flow,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000,30.000000,30.000000,30.000000
ELC-036,S100,flow,36.000000,0.000000,42.000000,0.000000,42.000000,0.000000,42.000000,0.000000,42.000000,0.000000,42.000000,0.000000,42.000000,0.000000,42.000000,0.000000
ELC-037,S081,flow,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,30.000000,30.000000,30.000000,30.000000,30.000000
ELC-037,S082,flow,20.000000,0.000000,20.000000,0.000000,20.000000,0.000000,20.000000,0.000000,20.000000,0.000000,20.000000,0.000000,20.000000,0.000000,20.000000,0.000000
ELC-037,S083,flow,30.000000,30.000000,20.000000,20.000000,20.000000,20.000000,20.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,20.000000
ELC-037,S084,flow,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000
ELC-037,S085,flow,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,30.000000,30.000000,30.000000,30.000000
ELC-037,S086,flow,30.000000,0.000000,30.000000,0.000000,30.000000,0.000000,30.000000,0.000000,30.000000,0.000000,30.000000,0.000000,30.000000,0.000000,30.000000,0.000000
ELC-037,S087,flow,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000
ELC-037,S088,flow,20.000000,0.000000,20.000000,0.000000,20.000000,0.000000,20.000000,0.000000,20.000000,0.000000,20.000000,0.000000,20.000000,0.000000,20.000000,0.000000
ELC-037,S089,flow,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000
ELC-037,S090,flow,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000
ELC-037,S091,flow,20.000000,0.000000,20.000000,0.000000,20.000000,0.000000,20.000000,0.000000,20.000000,0.000000,20.000000,0.000000,20.000000,0.000000,20.000000,0.000000
ELC-037,S092,flow,20.000000,20.000000,20.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000
ELC-037,S093,flow,20.000000,20.000000,20.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000
ELC-037,S094,flow,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000
ELC-037,S095,flow,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000
ELC-037,S096,flow,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000
ELC-037,S097,flow,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000
ELC-037,S098,flow,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000
ELC-037,S099,flow,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000
ELC-037,S100,flow,20.000000,0.000000,20.000000,0.000000,20.000000,0.000000,20.000000,0.000000,20.000000,0.000000,20.000000,0.000000,20.000000,0.000000,20.000000,0.000000
ELC-038,S081,flow,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,12.000000,12.000000,12.000000
ELC-038,S082,flow,9.000000,0.000000,9.000000,0.000000,9.000000,0.000000,9.000000,0.000000,9.000000,0.000000,9.000000,0.000000,9.000000,0.000000,9.000000,0.000000
ELC-038,S083,flow,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000
ELC-038,S084,flow,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000
ELC-038,S085,flow,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000
ELC-038,S086,flow,12.000000,0.000000,12.000000,0.000000,12.000000,0.000000,9.000000,0.000000,9.000000,0.000000,9.000000,0.000000,9.000000,0.000000,9.000000,0.000000
ELC-038,S087,flow,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000
ELC-038,S088,flow,9.000000,0.000000,9.000000,0.000000,9.000000,0.000000,9.000000,0.000000,9.000000,0.000000,9.000000,0.000000,9.000000,0.000000,12.000000,0.000000
ELC-038,S089,flow,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,9.000000,9.000000,9.000000,9.000000,9.000000
ELC-038,S090,flow,6.000000,6.000000,6.000000,6.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000
ELC-038,S091,flow,9.000000,0.000000,9.000000,0.000000,9.000000,0.000000,9.000000,0.000000,9.000000,0.000000,9.000000,0.000000,9.000000,0.000000,12.000000,0.000000
ELC-038,S092,flow,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,12.000000,12.000000,12.000000
ELC-038,S093,flow,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000
ELC-038,S094,flow,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000
ELC-038,S095,flow,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000
ELC-038,S096,flow,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000
ELC-038,S097,flow,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,12.000000,12.000000,12.000000,12.000000,12.000000,12.000000,12.000000,12.000000
ELC-038,S098,flow,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000
ELC-038,S099,flow,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000
ELC-038,S100,flow,9.000000,0.000000,9.000000,0.000000,9.000000,0.000000,9.000000,0.000000,9.000000,0.000000,9.000000,0.000000,9.000000,0.000000,9.000000,0.000000
ELC-039,S081,flow,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000
ELC-039,S082,flow,60.000000,0.000000,60.000000,0.000000,60.000000,0.000000,60.000000,0.000000,48.000000,0.000000,48.000000,0.000000,48.000000,0.000000,48.000000,0.000000
ELC-039,S083,flow,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000
ELC-039,S084,flow,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,48.000000
ELC-039,S085,flow,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,48.000000
ELC-039,S086,flow,84.000000,0.000000,84.000000,0.000000,84.000000,0.000000,84.000000,0.000000,84.000000,0.000000,84.000000,0.000000,84.000000,0.000000,84.000000,0.000000
ELC-039,S087,flow,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000
ELC-039,S088,flow,60.000000,0.000000,60.000000,0.000000,60.000000,0.000000,60.000000,0.000000,60.000000,0.000000,72.000000,0.000000,72.000000,0.000000,72.000000,0.000000
ELC-039,S089,flow,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,60.000000,60.000000,60.000000
ELC-039,S090,flow,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000
ELC-039,S091,flow,72.000000,0.000000,60.000000,0.000000,60.000000,0.000000,60.000000,0.000000,72.000000,0.000000,72.000000,0.000000,72.000000,0.000000,60.000000,0.000000
ELC-039,S092,flow,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,84.000000,84.000000,84.000000,84.000000
ELC-039,S093,flow,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000
ELC-039,S094,flow,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000
ELC-039,S095,flow,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000
ELC-039,S096,flow,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000
ELC-039,S097,flow,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000
ELC-039,S098,flow,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000
ELC-039,S099,flow,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,72.000000,72.000000,72.000000,72.000000
ELC-039,S100,flow,72.000000,0.000000,60.000000,0.000000,60.000000,0.000000,60.000000,0.000000,60.000000,0.000000,60.000000,0.000000,60.000000,0.000000,60.000000,0.000000
ELC-040,S081,flow,54.000000,54.000000,54.000000,54.000000,54.000000,54.000000,54.000000,54.000000,54.000000,54.000000,54.000000,54.000000,54.000000,54.000000,54.000000,54.000000
ELC-040,S082,flow,54.000000,0.000000,54.000000,0.000000,54.000000,0.000000,48.000000,0.000000,54.000000,0.000000,54.000000,0.000000,54.000000,0.000000,54.000000,0.000000
ELC-040,S083,flow,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,66.000000,66.000000,66.000000,66.000000,66.000000,72.000000,72.000000,72.000000,72.000000,72.000000
ELC-040,S084,flow,54.000000,54.000000,54.000000,54.000000,54.000000,54.000000,54.000000,54.000000,54.000000,54.000000,54.000000,54.000000,54.000000,54.000000,54.000000,54.000000
ELC-040,S085,flow,54.000000,54.000000,54.000000,54.000000,54.000000,54.000000,54.000000,54.000000,54.000000,54.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000
ELC-040,S086,flow,72.000000,0.000000,72.000000,0.000000,72.000000,0.000000,72.000000,0.000000,78.000000,0.000000,78.000000,0.000000,78.000000,0.000000,84.000000,0.000000
ELC-040,S087,flow,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000
ELC-040,S088,flow,54.000000,0.000000,54.000000,0.000000,54.000000,0.000000,54.000000,0.000000,54.000000,0.000000,54.000000,0.000000,54.000000,0.000000,54.000000,0.000000
ELC-040,S089,flow,42.000000,42.000000,48.000000,48.000000,48.000000,42.000000,42.000000,42.000000,42.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000
ELC-040,S090,flow,42.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,54.000000,54.000000
ELC-040,S091,flow,54.000000,0.000000,54.000000,0.000000,54.000000,0.000000,54.000000,0.000000,54.000000,0.000000,54.000000,0.000000,54.000000,0.000000,54.000000,0.000000
ELC-040,S092,flow,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,66.000000,66.000000,66.000000
ELC-040,S093,flow,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000,36.000000
ELC-040,S094,flow,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,54.000000
ELC-040,S095,flow,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000
ELC-040,S096,flow,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,54.000000,54.000000,54.000000,54.000000,54.000000,54.000000,54.000000,54.000000,54.000000
ELC-040,S097,flow,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000
ELC-040,S098,flow,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000,42.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000
ELC-040,S099,flow,48.000000,54.000000,54.000000,54.000000,54.000000,54.000000,54.000000,54.000000,54.000000,54.000000,54.000000,54.000000,54.000000,54.000000,60.000000,60.000000
ELC-040,S100,flow,54.000000,0.000000,54.000000,0.000000,54.000000,0.000000,54.000000,0.000000,54.000000,0.000000,54.000000,0.000000,60.000000,0.000000,60.000000,0.000000
ELC-041,S081,flow,28.000000,28.000000,28.000000,28.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,28.000000,24.000000,24.000000,24.000000,24.000000
ELC-041,S082,flow,24.000000,0.000000,24.000000,0.000000,24.000000,0.000000,24.000000,0.000000,24.000000,0.000000,24.000000,0.000000,24.000000,0.000000,24.000000,0.000000
ELC-041,S083,flow,32.000000,32.000000,28.000000,28.000000,28.000000,28.000000,28.000000,28.000000,28.000000,28.000000,28.000000,28.000000,28.000000,28.000000,28.000000,28.000000
ELC-041,S084,flow,28.000000,28.000000,28.000000,28.000000,28.000000,28.000000,28.000000,28.000000,28.000000,28.000000,28.000000,28.000000,28.000000,28.000000,28.000000,28.000000
ELC-041,S085,flow,28.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000
ELC-041,S086,flow,36.000000,0.000000,36.000000,0.000000,36.000000,0.000000,36.000000,0.000000,36.000000,0.000000,36.000000,0.000000,36.000000,0.000000,36.000000,0.000000
ELC-041,S087,flow,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,28.000000,28.000000,28.000000,28.000000,28.000000,28.000000,28.000000
ELC-041,S088,flow,28.000000,0.000000,28.000000,0.000000,28.000000,0.000000,28.000000,0.000000,28.000000,0.000000,28.000000,0.000000,28.000000,0.000000,28.000000,0.000000
ELC-041,S089,flow,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000
ELC-041,S090,flow,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000
ELC-041,S091,flow,28.000000,0.000000,28.000000,0.000000,28.000000,0.000000,28.000000,0.000000,24.000000,0.000000,28.000000,0.000000,28.000000,0.000000,28.000000,0.000000
ELC-041,S092,flow,28.000000,28.000000,32.000000,32.000000,32.000000,32.000000,32.000000,32.000000,32.000000,32.000000,32.000000,32.000000,32.000000,32.000000,36.000000,36.000000
ELC-041,S093,flow,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000
ELC-041,S094,flow,28.000000,28.000000,28.000000,28.000000,28.000000,28.000000,28.000000,28.000000,28.000000,28.000000,28.000000,32.000000,32.000000,28.000000,28.000000,28.000000
ELC-041,S095,flow,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000
ELC-041,S096,flow,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,28.000000,28.000000,28.000000,28.000000,28.000000,28.000000,28.000000,28.000000
ELC-041,S097,flow,28.000000,28.000000,28.000000,28.000000,28.000000,28.000000,28.000000,28.000000,28.000000,28.000000,28.000000,28.000000,28.000000,28.000000,28.000000,28.000000
ELC-041,S098,flow,20.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000
ELC-041,S099,flow,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000
ELC-041,S100,flow,28.000000,0.000000,28.000000,0.000000,28.000000,0.000000,28.000000,0.000000,28.000000,0.000000,32.000000,0.000000,32.000000,0.000000,32.000000,0.000000
ELC-042,S081,flow,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000
ELC-042,S082,flow,10.000000,0.000000,10.000000,0.000000,10.000000,0.000000,10.000000,0.000000,10.000000,0.000000,10.000000,0.000000,10.000000,0.000000,10.000000,0.000000
